ProductionID,LineID,ProductID,Date,Shift,Output,DefectiveUnits,DowntimeHours,Defective_Categories
14505,4,43,2022-02-17,Morning,531,21,0.83,"Machine, Process Issue, Material"
14506,3,30,2021-07-07,Afternoon,1087,45,1.6,"Human Error, Machine"
14507,2,47,2020-01-14,Night,1301,15,1.45,"Machine, Material"
14508,5,43,2021-09-22,Morning,1430,66,1.71,"Process Issue, Human Error, Machine"
14509,1,45,2022-01-08,Morning,1494,42,1.76,"Human Error, Process Issue, Machine"
14510,3,6,2022-09-11,Morning,1654,62,1.23,Human Error
14511,4,13,2021-07-27,Night,1629,38,0.46,Machine
14512,5,50,2022-09-27,Night,691,14,1.19,"Human Error, Material"
14513,4,14,2021-04-17,Night,519,13,1.44,Process Issue
14514,2,6,2020-10-05,Morning,948,25,1.68,"Material, Human Error, Machine"
14515,5,39,2022-12-16,Night,909,34,1.93,"Human Error, Process Issue, Machine"
14516,4,11,2021-03-13,Afternoon,912,21,0.92,"Human Error, Process Issue"
14517,3,48,2022-01-13,Afternoon,1748,31,0.23,"Material, Process Issue"
14518,4,32,2021-08-09,Night,1467,40,0.66,"Human Error, Machine, Material"
14519,3,47,2022-05-10,Morning,1031,14,0.55,Human Error
14520,1,14,2021-08-21,Night,761,12,0.39,"Machine, Material"
14521,1,27,2021-02-05,Morning,1015,42,1.72,"Material, Process Issue, Machine"
14522,2,48,2021-01-14,Afternoon,1240,38,0.02,"Process Issue, Human Error, Material"
14523,2,29,2022-12-17,Morning,1324,50,0.44,"Human Error, Process Issue, Machine"
14524,4,28,2021-12-24,Night,712,24,0.02,"Material, Process Issue"
14525,2,15,2021-04-29,Morning,1365,23,1.83,"Human Error, Machine, Process Issue"
14526,2,16,2022-11-29,Afternoon,1707,22,1.12,"Material, Process Issue"
14527,2,2,2022-03-26,Afternoon,1985,97,0.97,Machine
14528,3,20,2020-03-17,Morning,1781,53,0.27,"Human Error, Process Issue"
14529,3,43,2021-11-06,Night,1995,75,0.62,"Process Issue, Machine"
14530,4,31,2021-06-20,Night,1529,28,0.61,"Human Error, Machine"
14531,5,35,2021-10-29,Afternoon,1569,32,0.15,"Material, Process Issue, Human Error"
14532,4,33,2020-05-29,Morning,871,10,0.22,"Material, Human Error, Process Issue"
14533,5,34,2022-04-14,Afternoon,546,18,0.81,Process Issue
14534,3,18,2020-12-23,Night,775,30,0.51,Material
14535,1,13,2021-03-21,Afternoon,1065,52,0.01,"Machine, Material"
14536,4,11,2022-03-17,Afternoon,943,31,0.81,Machine
14537,1,25,2020-10-28,Afternoon,1101,54,0.74,"Human Error, Material"
14538,5,8,2020-08-18,Morning,1065,33,0.87,"Human Error, Machine"
14539,4,52,2020-02-27,Night,876,11,0.63,Material
14540,4,8,2022-02-15,Morning,913,26,1.71,Human Error
14541,5,24,2022-09-24,Afternoon,1562,63,0.27,"Machine, Material, Human Error"
14542,4,1,2022-08-06,Night,1118,32,0.74,"Machine, Material, Process Issue"
14543,4,19,2022-02-06,Night,1385,14,1.88,"Machine, Material, Process Issue"
14544,1,40,2020-11-14,Morning,1147,33,0.97,"Human Error, Machine"
14545,3,25,2020-03-21,Night,1774,60,0.62,"Machine, Human Error, Process Issue"
14546,1,11,2021-10-12,Afternoon,589,25,1.66,Human Error
14547,2,31,2021-12-19,Morning,1694,70,0.91,Machine
14548,2,9,2021-01-20,Afternoon,1358,45,1.0,"Process Issue, Machine"
14549,4,25,2020-09-28,Morning,516,21,0.94,Human Error
14550,2,36,2021-11-15,Night,827,29,0.17,"Human Error, Process Issue"
14551,1,28,2022-10-18,Morning,1037,23,0.53,"Machine, Process Issue"
14552,2,36,2021-03-22,Morning,1191,40,0.67,Machine
14553,3,6,2021-12-01,Night,1080,40,0.76,Machine
14554,4,23,2022-08-23,Night,741,15,1.31,"Human Error, Machine"
14555,2,17,2020-01-27,Afternoon,863,33,0.76,"Material, Machine, Human Error"
14556,4,28,2022-06-01,Morning,664,28,0.72,"Machine, Human Error, Process Issue"
14557,4,40,2021-08-06,Afternoon,1719,71,1.92,"Material, Machine, Human Error"
14558,2,48,2020-01-15,Morning,1921,23,0.27,"Human Error, Material"
14559,4,39,2021-12-02,Afternoon,1338,42,1.26,Material
14560,5,36,2022-07-13,Morning,1921,48,1.4,Machine
14561,4,4,2022-06-19,Morning,1892,39,0.1,"Material, Human Error"
14562,1,11,2020-02-09,Afternoon,1838,30,1.91,Machine
14563,5,31,2021-01-07,Night,1000,39,0.27,"Human Error, Machine, Process Issue"
14564,4,41,2021-08-22,Morning,711,26,0.94,Machine
14565,1,25,2021-12-12,Morning,1405,34,0.37,Material
14566,1,11,2022-02-09,Night,829,23,1.08,Material
14567,2,40,2020-04-29,Night,1777,79,0.47,Machine
14568,2,2,2022-07-24,Afternoon,1308,49,1.8,"Machine, Human Error"
14569,2,45,2021-06-08,Morning,652,7,1.68,"Material, Human Error"
14570,2,31,2020-08-29,Morning,667,25,0.35,Human Error
14571,4,21,2022-07-20,Night,630,25,1.56,"Machine, Human Error"
14572,2,43,2021-10-15,Morning,1128,38,1.31,Material
14573,2,48,2021-02-23,Morning,1078,39,1.1,"Human Error, Machine, Process Issue"
14574,2,50,2021-09-26,Afternoon,750,24,1.05,"Machine, Process Issue"
14575,4,38,2021-06-15,Night,1288,16,0.47,"Machine, Human Error, Process Issue"
14576,2,29,2021-06-18,Afternoon,610,27,0.19,Human Error
14577,5,37,2020-02-13,Morning,1590,21,1.05,Machine
14578,1,47,2022-07-07,Afternoon,804,17,1.73,"Material, Process Issue, Human Error"
14579,5,17,2021-04-20,Afternoon,1527,59,1.55,"Process Issue, Human Error, Machine"
14580,4,4,2022-07-01,Morning,1017,17,0.26,"Machine, Process Issue, Material"
14581,1,41,2020-09-02,Morning,1944,50,1.36,"Material, Process Issue"
14582,1,25,2022-11-13,Afternoon,1877,74,1.88,"Material, Machine"
14583,4,52,2022-03-29,Afternoon,1213,14,1.59,"Process Issue, Material, Human Error"
14584,1,14,2022-12-08,Afternoon,1662,66,1.08,"Machine, Process Issue, Material"
14585,5,19,2022-11-03,Afternoon,1079,14,0.48,Machine
14586,4,28,2021-03-27,Afternoon,752,15,0.0,Material
14587,1,12,2021-05-21,Night,1147,17,0.23,"Machine, Process Issue, Material"
14588,2,32,2020-10-18,Night,953,18,1.15,Process Issue
14589,4,14,2021-01-12,Morning,841,22,1.42,"Machine, Process Issue, Human Error"
14590,2,26,2021-01-12,Morning,875,14,0.08,"Human Error, Material, Machine"
14591,4,16,2021-09-02,Morning,1622,66,1.9,Material
14592,5,35,2020-06-21,Afternoon,1147,24,1.37,Material
14593,5,36,2020-05-18,Afternoon,1831,74,0.79,"Machine, Human Error"
14594,4,9,2020-09-13,Night,765,16,1.3,"Process Issue, Human Error"
14595,1,10,2022-12-12,Night,1271,24,0.63,"Human Error, Machine"
14596,1,15,2022-10-19,Morning,515,9,1.49,"Human Error, Material"
14597,2,51,2020-05-25,Afternoon,1023,28,1.35,"Machine, Process Issue"
14598,1,16,2020-05-24,Morning,1083,13,0.8,"Material, Machine, Human Error"
14599,1,37,2020-01-29,Afternoon,1954,52,1.88,"Process Issue, Human Error"
14600,5,49,2022-01-22,Morning,1766,76,0.52,Material
14601,3,28,2022-02-09,Morning,1738,31,0.65,"Machine, Human Error, Material"
14602,2,51,2021-12-09,Afternoon,724,16,0.52,Material
14603,3,51,2021-04-04,Morning,676,12,0.21,"Material, Process Issue"
14604,1,20,2020-12-04,Afternoon,1981,78,0.94,"Machine, Human Error, Process Issue"
14605,4,42,2021-02-17,Night,1969,39,0.49,Material
14606,5,17,2021-03-07,Night,804,14,0.13,"Human Error, Material"
14607,4,16,2021-12-22,Morning,1719,20,0.35,"Material, Process Issue"
14608,4,5,2021-05-03,Morning,1607,45,0.99,Process Issue
14609,2,40,2022-07-13,Afternoon,1522,33,0.6,"Machine, Material, Human Error"
14610,2,28,2020-12-21,Morning,1013,29,1.48,"Process Issue, Material, Human Error"
14611,3,12,2022-01-01,Night,689,10,1.47,"Material, Machine"
14612,3,29,2021-07-31,Night,1737,66,1.76,Human Error
14613,4,37,2020-03-13,Morning,1991,47,0.67,"Material, Machine, Process Issue"
14614,3,40,2022-09-13,Night,1518,60,0.39,"Process Issue, Machine, Human Error"
14615,4,48,2022-10-04,Afternoon,1575,34,1.26,"Process Issue, Human Error, Material"
14616,2,20,2021-09-28,Morning,756,32,1.47,Human Error
14617,3,42,2021-04-19,Morning,1664,69,1.67,Material
14618,4,15,2021-05-21,Morning,703,18,1.47,"Human Error, Machine"
14619,2,4,2021-09-06,Night,1437,63,0.65,Machine
14620,1,30,2020-07-10,Morning,1133,43,0.83,"Process Issue, Machine"
14621,4,9,2020-09-10,Night,569,15,1.73,"Material, Human Error"
14622,4,49,2022-02-20,Morning,981,23,0.11,"Material, Machine"
14623,2,8,2022-10-21,Night,1483,66,0.98,Machine
14624,4,17,2020-11-05,Night,1398,18,1.25,Material
14625,2,51,2020-09-30,Morning,636,19,1.2,"Process Issue, Material, Human Error"
14626,4,35,2022-04-21,Afternoon,889,43,0.99,Material
14627,2,26,2022-09-10,Afternoon,1885,45,0.13,"Human Error, Material, Process Issue"
14628,4,14,2020-02-22,Night,1464,41,0.9,"Material, Machine, Process Issue"
14629,3,11,2022-01-14,Afternoon,1410,46,1.12,"Process Issue, Machine"
14630,2,50,2021-09-20,Morning,719,11,1.02,Material
14631,2,12,2021-08-21,Afternoon,1708,49,1.02,"Material, Human Error, Process Issue"
14632,2,12,2021-06-25,Night,1183,30,1.02,"Human Error, Process Issue, Material"
14633,4,8,2020-12-27,Afternoon,1288,61,0.46,"Machine, Human Error"
14634,2,52,2022-09-22,Afternoon,541,6,0.48,"Machine, Process Issue, Material"
14635,5,3,2021-06-06,Morning,1475,38,1.93,"Process Issue, Human Error"
14636,4,43,2022-06-21,Afternoon,1586,18,0.41,Machine
14637,4,2,2020-12-16,Afternoon,1237,51,0.97,"Process Issue, Human Error, Machine"
14638,3,34,2022-03-06,Morning,915,34,1.84,"Human Error, Machine"
14639,4,34,2020-07-08,Night,1500,23,1.39,Process Issue
14640,4,12,2020-05-02,Night,1825,55,1.09,"Machine, Process Issue"
14641,5,9,2021-06-17,Afternoon,997,24,1.2,Human Error
14642,5,19,2021-02-12,Afternoon,1604,64,1.68,"Machine, Material, Process Issue"
14643,3,24,2022-12-30,Afternoon,798,34,1.65,"Human Error, Material, Machine"
14644,4,40,2021-08-04,Morning,986,47,1.59,"Process Issue, Human Error, Machine"
14645,5,31,2022-11-29,Afternoon,2000,23,1.6,"Machine, Human Error"
14646,1,4,2020-10-11,Night,663,17,1.33,Process Issue
14647,1,27,2020-05-27,Morning,1745,18,0.99,"Machine, Human Error"
14648,2,32,2021-01-12,Morning,1439,23,0.4,"Process Issue, Machine"
14649,3,25,2022-02-11,Night,1608,64,1.03,Human Error
14650,1,20,2020-01-23,Morning,1840,66,0.82,"Material, Process Issue, Human Error"
14651,2,40,2021-05-30,Afternoon,1455,22,0.28,"Process Issue, Machine, Material"
14652,2,26,2021-01-19,Night,1118,54,1.9,"Human Error, Process Issue"
14653,3,27,2022-08-27,Afternoon,645,7,0.89,"Material, Human Error"
14654,2,45,2022-12-05,Morning,1762,52,1.46,"Machine, Process Issue"
14655,4,21,2021-04-18,Night,832,33,0.4,"Human Error, Process Issue"
14656,2,21,2022-03-21,Afternoon,993,18,0.36,Process Issue
14657,2,16,2021-02-05,Morning,1642,19,0.17,Human Error
14658,1,14,2020-02-27,Night,1906,95,0.15,"Process Issue, Machine"
14659,5,52,2021-01-24,Afternoon,1903,77,1.29,"Machine, Process Issue"
14660,1,2,2020-09-23,Morning,546,9,0.87,"Material, Process Issue, Human Error"
14661,2,48,2022-03-01,Morning,590,18,1.19,"Human Error, Machine"
14662,5,8,2021-05-08,Afternoon,1648,61,1.55,"Material, Machine, Process Issue"
14663,2,23,2022-05-12,Morning,1332,35,1.76,Material
14664,1,35,2022-01-21,Afternoon,1309,51,0.38,"Material, Process Issue"
14665,4,46,2021-03-24,Morning,1104,18,1.83,Machine
14666,2,8,2022-12-06,Night,1724,64,1.98,"Process Issue, Material, Human Error"
14667,1,13,2020-10-24,Night,1152,55,0.08,"Material, Machine, Process Issue"
14668,1,1,2022-10-14,Night,970,11,1.01,"Machine, Human Error, Process Issue"
14669,4,52,2020-10-25,Morning,1026,35,0.04,Material
14670,1,52,2021-12-31,Morning,1582,41,0.59,"Material, Process Issue, Machine"
14671,2,13,2021-07-16,Afternoon,1492,59,0.67,Process Issue
14672,2,7,2021-11-13,Night,831,20,0.9,"Material, Human Error"
14673,2,36,2020-05-24,Afternoon,1362,19,1.7,Machine
14674,5,8,2022-10-10,Morning,1650,70,1.23,Material
14675,3,30,2021-07-06,Afternoon,1411,42,1.63,"Material, Process Issue, Human Error"
14676,4,3,2021-11-12,Morning,1263,28,0.93,"Material, Process Issue, Human Error"
14677,3,24,2020-06-15,Night,1033,17,1.66,"Material, Process Issue"
14678,5,16,2022-04-26,Night,745,36,0.12,"Process Issue, Machine, Material"
14679,5,23,2020-01-28,Night,1241,54,1.6,"Material, Human Error, Process Issue"
14680,4,25,2021-02-15,Afternoon,948,35,1.94,"Process Issue, Material"
14681,3,39,2020-07-18,Afternoon,1473,52,0.89,"Human Error, Process Issue"
14682,4,44,2020-05-23,Morning,997,37,0.91,"Human Error, Process Issue, Machine"
14683,4,25,2020-09-09,Morning,1273,44,0.89,"Human Error, Process Issue"
14684,1,24,2022-05-16,Morning,1560,24,0.86,"Machine, Material, Process Issue"
14685,4,8,2021-09-20,Morning,1388,30,0.57,Human Error
14686,2,38,2022-02-27,Morning,510,16,0.13,"Process Issue, Machine"
14687,2,50,2022-10-27,Afternoon,597,24,0.21,"Machine, Material, Process Issue"
14688,2,17,2020-11-13,Night,1376,29,0.04,"Process Issue, Material"
14689,3,36,2021-03-17,Morning,1723,66,0.12,Process Issue
14690,5,9,2021-10-25,Morning,1528,51,0.26,"Material, Machine"
14691,4,42,2022-09-17,Morning,1991,75,1.61,"Human Error, Process Issue, Material"
14692,3,27,2020-09-11,Morning,682,24,1.38,"Material, Process Issue"
14693,4,30,2021-06-29,Afternoon,529,14,1.82,Material
14694,4,38,2021-06-07,Afternoon,1336,25,1.0,Machine
14695,4,45,2020-04-18,Night,1141,18,0.98,Human Error
14696,4,17,2020-02-15,Afternoon,690,24,1.93,"Machine, Material, Human Error"
14697,4,35,2020-04-13,Morning,1945,47,0.98,"Machine, Process Issue, Material"
14698,4,20,2022-10-15,Night,928,44,0.51,Machine
14699,4,24,2021-10-24,Afternoon,1491,63,0.04,"Human Error, Machine"
14700,1,13,2021-09-27,Night,1569,49,0.64,Process Issue
14701,3,30,2021-08-05,Morning,1306,22,1.05,Material
14702,3,23,2021-08-09,Night,652,26,0.41,"Process Issue, Machine, Material"
14703,2,16,2021-07-21,Morning,1484,67,1.84,"Process Issue, Human Error"
14704,4,8,2021-04-09,Morning,1406,50,0.32,"Human Error, Material"
14705,2,22,2020-11-24,Morning,592,22,0.09,"Process Issue, Human Error"
14706,5,24,2022-02-01,Night,783,25,0.08,"Material, Machine, Process Issue"
14707,1,17,2022-12-01,Night,1245,19,1.09,"Process Issue, Material"
14708,2,32,2022-10-21,Afternoon,1548,66,0.34,"Process Issue, Material"
14709,3,7,2022-08-24,Night,729,21,0.2,Process Issue
14710,5,1,2021-01-06,Morning,638,28,0.86,Human Error
14711,4,17,2021-02-14,Afternoon,629,13,0.82,"Machine, Human Error, Process Issue"
14712,5,40,2022-02-01,Afternoon,1058,51,1.85,"Human Error, Machine"
14713,3,35,2022-06-15,Afternoon,551,15,0.39,"Material, Process Issue, Human Error"
14714,2,7,2020-10-05,Night,1543,58,1.53,"Material, Machine, Human Error"
14715,2,25,2022-01-21,Morning,529,17,0.7,Human Error
14716,3,45,2021-06-05,Night,1468,23,1.98,Human Error
14717,3,8,2022-02-26,Night,606,25,0.8,"Process Issue, Human Error, Material"
14718,5,6,2021-10-12,Afternoon,1400,18,0.83,"Process Issue, Material, Machine"
14719,2,1,2022-05-12,Night,1686,66,0.94,"Material, Human Error, Machine"
14720,3,30,2020-10-27,Afternoon,1563,27,1.71,Process Issue
14721,1,34,2022-12-29,Morning,1910,95,1.92,"Material, Machine, Human Error"
14722,4,34,2020-05-03,Night,794,28,1.34,Machine
14723,1,20,2021-11-10,Morning,1533,75,1.52,Human Error
14724,5,7,2022-10-30,Night,1943,80,0.4,"Process Issue, Human Error, Material"
14725,4,3,2020-10-08,Morning,1731,57,0.08,"Human Error, Process Issue"
14726,2,48,2020-06-20,Afternoon,1803,42,1.12,"Process Issue, Machine, Human Error"
14727,3,38,2020-03-30,Night,1047,46,1.1,"Material, Human Error"
14728,3,31,2020-04-15,Afternoon,805,33,0.15,Machine
14729,1,33,2021-01-24,Morning,911,13,0.37,"Human Error, Material"
14730,4,40,2020-06-01,Night,867,40,1.81,Material
14731,4,9,2021-06-17,Afternoon,1088,43,0.39,Human Error
14732,5,42,2022-01-14,Morning,509,24,1.29,"Material, Process Issue"
14733,1,29,2021-05-31,Night,718,22,1.5,Human Error
14734,1,29,2021-12-02,Night,1406,29,0.74,Human Error
14735,4,32,2021-06-14,Night,1209,27,0.81,"Process Issue, Material, Human Error"
14736,3,29,2021-02-02,Afternoon,1535,58,0.03,"Process Issue, Machine, Material"
14737,4,44,2022-11-02,Night,1681,27,0.35,"Material, Process Issue"
14738,4,39,2022-09-20,Night,1051,18,0.18,"Process Issue, Machine, Human Error"
14739,2,26,2020-03-09,Night,1288,49,1.75,Human Error
14740,3,30,2021-07-23,Morning,1270,28,0.59,"Machine, Process Issue, Material"
14741,1,11,2021-07-18,Morning,550,16,0.04,"Machine, Material, Human Error"
14742,1,5,2020-06-03,Afternoon,1053,46,2.0,"Human Error, Material, Process Issue"
14743,5,35,2022-10-11,Night,1257,53,0.9,"Machine, Human Error, Material"
14744,2,26,2022-02-05,Morning,1502,62,1.11,"Material, Human Error, Machine"
14745,2,28,2020-03-07,Night,798,16,1.58,"Human Error, Machine, Process Issue"
14746,5,26,2020-09-01,Afternoon,1419,27,1.04,Material
14747,4,27,2022-08-18,Night,725,8,0.46,"Material, Machine"
14748,2,30,2020-11-09,Morning,1680,68,1.29,Material
14749,4,5,2021-03-19,Morning,1470,61,1.22,Process Issue
14750,1,23,2022-05-04,Morning,1804,25,0.07,"Material, Process Issue"
14751,1,34,2021-02-10,Afternoon,557,12,0.0,"Material, Machine, Process Issue"
14752,1,8,2022-04-24,Morning,891,42,0.74,"Human Error, Process Issue"
14753,3,26,2022-01-25,Afternoon,506,20,0.28,Human Error
14754,1,21,2022-04-25,Morning,1102,33,1.8,Material
14755,2,48,2022-01-09,Afternoon,1035,37,1.39,"Material, Human Error, Machine"
14756,2,38,2020-11-26,Night,1974,39,0.28,"Material, Human Error, Process Issue"
14757,2,43,2021-08-19,Night,1310,34,1.53,Human Error
14758,2,29,2022-11-01,Night,645,30,0.42,"Human Error, Material, Process Issue"
14759,5,24,2022-08-01,Night,1100,26,0.87,"Machine, Human Error, Process Issue"
14760,3,8,2020-02-28,Morning,1638,53,1.73,"Machine, Material"
14761,4,15,2022-08-11,Morning,1644,52,0.78,"Material, Process Issue, Machine"
14762,4,3,2021-02-28,Morning,590,14,0.99,"Material, Human Error"
14763,2,51,2021-11-27,Night,1531,42,1.22,Human Error
14764,2,30,2022-05-07,Afternoon,1655,80,1.72,"Human Error, Process Issue"
14765,2,49,2022-01-04,Afternoon,1656,80,0.52,"Human Error, Machine, Process Issue"
14766,2,8,2022-09-27,Morning,599,20,0.15,"Material, Machine, Human Error"
14767,4,33,2020-06-02,Afternoon,1956,77,0.04,Machine
14768,4,28,2021-09-09,Morning,1107,38,0.48,"Process Issue, Machine"
14769,2,18,2021-04-19,Night,1432,51,0.72,"Process Issue, Machine"
14770,2,5,2020-02-26,Afternoon,692,23,1.69,Material
14771,1,42,2020-04-12,Morning,585,19,0.65,"Process Issue, Machine"
14772,1,6,2021-06-10,Morning,1392,51,0.44,Process Issue
14773,5,21,2020-08-20,Morning,1707,29,0.06,"Machine, Process Issue, Human Error"
14774,4,41,2022-12-22,Afternoon,1110,40,1.05,"Human Error, Machine, Process Issue"
14775,3,9,2022-07-10,Morning,1495,31,1.01,Material
14776,4,34,2021-12-02,Morning,1233,41,1.58,"Material, Process Issue"
14777,1,13,2020-01-09,Afternoon,1242,14,0.16,"Process Issue, Material"
14778,2,4,2022-09-20,Night,1174,27,0.85,Material
14779,2,7,2020-11-28,Morning,1149,12,1.25,"Material, Process Issue, Human Error"
14780,1,5,2022-01-01,Night,652,26,1.55,"Human Error, Material"
14781,1,21,2021-01-22,Morning,1930,72,1.65,"Machine, Material, Process Issue"
14782,4,18,2022-10-17,Afternoon,591,29,1.8,"Human Error, Material"
14783,2,13,2021-11-12,Night,1602,72,1.55,"Machine, Human Error"
14784,1,40,2021-12-25,Afternoon,1961,51,0.73,"Human Error, Process Issue, Machine"
14785,2,25,2022-05-08,Morning,1552,30,1.3,Human Error
14786,5,32,2020-12-17,Afternoon,843,39,0.73,Material
14787,2,18,2020-02-27,Morning,729,12,0.74,Machine
14788,2,1,2021-06-07,Night,1739,40,0.73,"Human Error, Machine"
14789,5,28,2021-04-21,Night,1764,64,0.02,"Human Error, Process Issue"
14790,3,30,2022-05-19,Afternoon,1819,58,1.95,Human Error
14791,1,9,2022-06-25,Afternoon,1965,58,1.38,"Process Issue, Machine"
14792,2,16,2021-02-23,Night,1540,20,1.26,"Material, Machine"
14793,1,47,2020-08-07,Night,1622,55,1.81,Material
14794,2,11,2020-06-17,Morning,1986,76,1.5,Machine
14795,2,17,2020-03-27,Morning,1484,57,0.83,Machine
14796,5,29,2020-07-12,Morning,1414,41,0.03,"Material, Process Issue, Machine"
14797,1,11,2021-04-25,Afternoon,840,32,1.86,"Process Issue, Material, Machine"
14798,4,26,2021-10-20,Night,753,30,0.1,"Process Issue, Material"
14799,3,9,2021-04-13,Afternoon,1037,32,0.02,"Human Error, Process Issue"
14800,2,16,2020-08-01,Afternoon,835,13,0.31,"Machine, Material"
14801,4,6,2020-08-10,Morning,1693,76,0.82,Machine
14802,2,10,2021-11-28,Night,769,25,0.45,"Machine, Material, Human Error"
14803,3,17,2022-10-16,Afternoon,1702,58,0.65,Process Issue
14804,4,46,2022-05-03,Afternoon,613,23,1.04,"Human Error, Material"
14805,4,28,2022-07-09,Night,1676,19,0.44,Machine
14806,5,33,2021-02-17,Afternoon,942,44,1.95,"Human Error, Process Issue, Material"
14807,2,50,2022-02-14,Morning,1257,28,0.43,Material
14808,4,24,2021-08-25,Afternoon,966,31,1.87,"Material, Machine"
14809,5,9,2020-03-20,Afternoon,961,41,1.49,"Human Error, Material, Process Issue"
14810,4,41,2021-06-04,Afternoon,1089,13,1.18,"Process Issue, Human Error, Material"
14811,5,12,2020-04-24,Morning,1649,72,0.45,"Machine, Process Issue, Material"
14812,1,22,2022-11-20,Morning,1177,51,1.21,Machine
14813,2,33,2022-01-01,Morning,1989,91,1.14,"Human Error, Machine"
14814,4,18,2022-05-11,Night,592,16,1.55,"Process Issue, Human Error"
14815,2,18,2020-03-05,Morning,514,6,1.38,Machine
14816,3,36,2021-08-29,Morning,959,30,0.32,Process Issue
14817,3,32,2020-04-20,Night,1274,44,0.95,"Machine, Human Error, Process Issue"
14818,4,47,2020-05-30,Morning,1897,81,1.83,Process Issue
14819,2,4,2021-02-20,Morning,1565,25,0.02,Material
14820,5,4,2022-11-01,Morning,1453,50,0.62,"Machine, Process Issue, Material"
14821,2,26,2020-02-10,Night,1531,19,1.36,Human Error
14822,2,40,2022-06-14,Morning,1880,81,0.19,"Process Issue, Human Error, Material"
14823,4,35,2022-08-28,Afternoon,682,16,1.48,Material
14824,4,51,2020-06-26,Night,680,16,1.37,"Machine, Human Error"
14825,4,40,2022-04-16,Morning,1510,35,1.53,Human Error
14826,2,22,2021-02-25,Morning,1945,62,0.84,Material
14827,1,38,2021-07-06,Afternoon,861,30,1.14,"Process Issue, Machine, Human Error"
14828,2,11,2020-11-29,Night,1395,26,0.8,Human Error
14829,1,29,2021-09-13,Morning,1388,38,1.47,"Machine, Material, Human Error"
14830,4,1,2022-12-24,Morning,1655,22,1.03,Human Error
14831,4,9,2020-06-14,Afternoon,766,11,1.08,"Process Issue, Machine"
14832,1,13,2022-02-22,Afternoon,1530,70,1.39,"Material, Machine"
14833,3,37,2020-02-20,Afternoon,718,29,0.61,"Material, Process Issue"
14834,2,17,2020-05-01,Afternoon,665,31,0.81,Human Error
14835,5,7,2021-11-02,Morning,1551,17,0.98,"Material, Machine"
14836,3,1,2022-09-10,Morning,654,10,0.04,"Machine, Material, Process Issue"
14837,2,41,2021-04-19,Night,1631,77,1.28,"Process Issue, Human Error, Material"
14838,5,47,2021-11-26,Afternoon,1720,34,1.03,Human Error
14839,1,35,2021-05-05,Morning,675,19,0.76,Machine
14840,5,45,2021-12-06,Afternoon,702,20,0.66,"Human Error, Machine, Material"
14841,2,4,2022-12-09,Afternoon,973,23,0.38,"Human Error, Process Issue"
14842,4,8,2022-06-23,Afternoon,607,23,1.04,"Material, Process Issue"
14843,2,40,2021-08-18,Night,1844,84,1.15,"Material, Machine"
14844,4,43,2021-01-08,Morning,1087,50,0.35,"Material, Process Issue, Machine"
14845,2,30,2020-06-21,Night,692,21,0.15,Human Error
14846,3,38,2022-06-25,Afternoon,778,36,0.1,"Machine, Human Error, Material"
14847,4,17,2020-10-17,Afternoon,734,12,0.24,"Machine, Human Error"
14848,2,21,2022-08-28,Afternoon,1028,41,0.62,"Process Issue, Material, Human Error"
14849,2,13,2022-04-28,Morning,740,34,1.75,Material
14850,1,48,2020-06-28,Night,1240,47,0.3,"Machine, Human Error"
14851,4,51,2020-10-11,Afternoon,1075,29,1.92,"Human Error, Process Issue"
14852,2,37,2021-05-23,Afternoon,1156,38,0.63,Machine
14853,2,9,2022-07-23,Afternoon,1897,34,1.59,"Process Issue, Human Error, Material"
14854,4,20,2021-10-13,Morning,1644,26,0.17,Process Issue
14855,2,16,2022-03-08,Morning,862,42,0.91,Material
14856,2,3,2021-01-15,Afternoon,1798,32,1.73,"Material, Machine, Process Issue"
14857,2,20,2021-04-23,Night,1555,23,1.22,"Material, Machine"
14858,2,5,2022-07-25,Night,1962,68,0.32,Material
14859,1,41,2020-06-28,Night,944,35,1.49,Machine
14860,1,39,2022-02-02,Afternoon,1997,55,1.93,"Process Issue, Machine"
14861,5,17,2021-10-27,Afternoon,1871,26,0.41,Material
14862,1,3,2021-09-18,Night,761,35,0.21,"Human Error, Process Issue"
14863,4,17,2020-01-09,Morning,933,42,0.16,"Material, Human Error, Machine"
14864,1,28,2022-12-30,Morning,1179,55,1.23,"Material, Machine"
14865,4,31,2020-09-25,Afternoon,656,21,0.28,"Machine, Human Error"
14866,4,18,2020-05-02,Afternoon,684,29,1.49,"Human Error, Machine, Material"
14867,2,30,2021-05-19,Afternoon,840,15,1.49,"Material, Human Error"
14868,4,32,2021-07-31,Afternoon,1887,30,1.91,"Material, Process Issue, Human Error"
14869,5,10,2021-08-12,Night,1447,71,1.78,Machine
14870,4,2,2020-01-22,Morning,1601,41,1.9,"Human Error, Process Issue, Machine"
14871,2,8,2020-07-11,Morning,1275,62,1.91,"Material, Process Issue, Human Error"
14872,5,21,2022-05-29,Afternoon,522,14,1.46,"Process Issue, Material"
14873,4,13,2021-07-06,Morning,1708,80,0.0,"Human Error, Material, Machine"
14874,1,13,2020-11-06,Afternoon,548,19,0.14,"Human Error, Material, Machine"
14875,4,26,2020-08-16,Night,1502,61,0.68,"Human Error, Material"
14876,2,28,2022-02-10,Afternoon,806,23,0.04,"Process Issue, Machine"
14877,2,32,2020-02-21,Night,1732,20,0.96,"Human Error, Machine, Material"
